Date,City,Cause of Death
4/20/14,Guadalajara - Jalisco,Veh. Accid-Auto
4/20/14,San Miguel De Allende -  Guanajuato,Drowning
4/21/14,Puerto Vallarta - Jalisco,Homicide
4/21/14,Tijuana - Baja California,Homicide
4/24/14,Riviera Maya - Quintana Roo,Drowning
4/27/14,Ecatepec -  Mexico,Homicide
4/27/14,Guadalajara - Jalisco,Other Accident
5/1/14,Guadalajara - Jalisco,Homicide
5/3/14,Nogales - Sonora,Suicide
5/4/14, Elota -  Sinaloa,Homicide
5/4/14,Mazatlan -  Sinaloa,Maritime Accident
5/5/14,Mazatlan -  Sinaloa,Veh. Accid-Auto
5/9/14,Cozumel -  Quintana Roo,Drowning
5/9/14,Tulum - Quintana Roo,Drowning
5/11/14,Cabo San Lucas - Baja California Sur,Suicide
5/16/14,Isla Mujeres - Quintana Roo,Suicide
5/22/14,Compostela - Nayarit,Drowning
5/22/14,Cozumel - Quintana Roo,Veh. Accid-Motorcy.
5/24/14,Ensenda - Baja California,Veh. Accid-Bus
5/25/14,Nogales - Sonora,Homicide
5/28/14,Hermosillo -  Sonora,Veh. Accid-Auto
5/29/14,Sinaloa,Homicide
6/1/14,Tijuana - Baja California,Veh. Accid-Auto
6/2/14,Mexicali - Baja California,Homicide
6/2/14,Playas De Rosarito - Baja California,Homicide
6/5/14,Ensenada - Baja California,Veh. Accid-Motorcy.
6/8/14,Nuevo Laredo - Tamaulipas,Veh. Accid-Pedestr.
6/9/14,Matamoros - Tamaulipas,Homicide
6/9/14,Playa Del Carmen - Quintana Roo,Veh. Accid-Motorcy.
6/16/14,Cabo San Lucas  - Baja California Sur,Suicide
6/16/14,Puerto Valalrta - Jalisco,Suicide
6/19/14,Riviera Maya - Quintana Roo,Drowning
6/19/14,Tijuana - Baja California,Homicide
6/20/14,Concepcion Del Oro -  Zacatecas,Veh. Accid-Auto
6/21/14,Tijuana - Baja California,Veh. Accid-Auto
6/24/14,Ensenada - Baja California,Veh. Accid-Auto
6/24/14,Maztlan -  Sinaloa,Drowning
6/26/14,Ensenada - Baja California,Drowning
6/26/14,Tecate - Baja California,Veh. Accid-Auto
6/27/14,Cuitzeo -  Michoacan,Veh. Accid-Auto
7/2/14,Puerto Penasco - Sonora,Drug-Related
7/2/14,Tecoman - Colima,Homicide
7/4/14, Canteros - Chimalhuacan,Other Accident
7/4/14,Cholula -  Puebla,Homicide
7/6/14,Ensenada - Baja California,Veh. Accid-Auto
7/7/14,Amozoquillo -  Puebla,Veh. Accid-Auto
7/7/14,Galeana - Nuevo Leon,Veh. Accid-Auto
7/10/14,Cd. Juarez - Chihuahua,Homicide
7/10/14,Zapopan - Jalisco,Other Accident
7/11/14,Cd Morelos - Baja California,Drowning
7/13/14,Tijuana - Baja California,Drug-Related
7/16/14,La Union -  Guerrero,Homicide
7/16/14,Tijuana - Baja California,Drug-Related
7/18/14,Tijuana - Baja California,Drug-Related
7/19/14,At Work - Tlalnepantla,Other Accident
7/20/14,Playas de Rosarito - Baja California,Veh. Accid-Auto
7/20/14,Playas de Rosarito - Baja California,Veh. Accid-Auto
7/24/14,Cd. Victoria - Tamaulipas,Veh. Accid-Auto
7/25/14,Tonala - Jalisco,Homicide
7/25/14,Tonala - Jalisco,Homicide
7/30/14,Celaya -  Guanajuato,Other Accident
7/31/14,Santiago De Queretaro - Queretaro,Veh. Accid-Auto
8/3/14,Atolinga - Zacatecas,Veh. Accid-Auto
8/4/14,Nuevo Laredo - Tamaulipas,Veh. Accid-Motorcy.
8/4/14,Tijuana - Baja California,Homicide
8/5/14,Cd. Juarez - Lerdo - Durango,Homicide
8/6/14,Guadalajara - Jalisco,Suicide
8/9/14,Playa Del Carmen - Quintana Roo,Veh. Accid-Other
8/10/14,San Jose Del Cabo - Baja Califonrnia Sur,Drowning
8/11/14,Chapultepec Los Morales,Suicide
8/12/14,Kantunil - Yucatan,Veh. Accid-Auto
8/13/14,Tijuana - Baja California,Homicide
8/14/14,Morelia -  Michoacan,Homicide
8/15/14,Juquila -  Oaxaca,Other Accident
8/16/14,Tijuana - Baja California,Veh. Accid-Auto
8/19/14,Tijuana - Baja California,Homicide
8/20/14,San Luis de la Paz -  Guanajuato,Veh. Accid-Auto
8/20/14,Villa De Cos - Zacatecas,Veh. Accid-Auto
8/21/14,Cd. Juarez - Chihuahua,Homicide
8/24/14,Tecate - Baja California,Veh. Accid-Motorcy.
9/2/14,Playas De Rosarito - Baja California,Homicide
9/7/14, Jereguaro - Zinapecuaro -  Michoacan,Veh. Accid-Auto
9/7/14,Colonia Benito Juarez - Acuna - Coahuila,Homicide
9/7/14,Cozumel -  Quintana Roo,Drowning
9/11/14,Cancun -  Quintana Roo,Other Accident
9/16/14,Montemorelos - Nuevo Leon,Homicide
9/17/14,San Miguel De Allende -  Guanajuato,Suicide
9/23/14,Cd. Juarez - Chihuahua,Veh. Accid-Auto
9/24/14, San Juan Tejupa  - Atlixco -  Puebla,Homicide
9/30/14,Mexicali - Baja California,Homicide
10/5/14,Cuencame - Durango,Veh. Accid-Auto
10/5/14,Matamoros - Tamaulipas,Veh. Accid-Auto
10/5/14,Puerto Vallarta - Jalisco,Homicide
10/6/14,Puerto Penasco - Sonora,Drowning
10/8/14,Cancun - Quintana Roo,Other Accident
10/8/14,Tijuana - Baja California,Homicide
10/11/14,Guadalajara - Jalisco,Homicide
10/12/14,Tijuana - Baja California,Homicide
10/13/14,Matamoros - Tamaulipas,Homicide
10/13/14,Matamoros - Tamaulipas,Homicide
10/13/14,Matamoros - Tamaulipas,Homicide
10/13/14,Playas De Rosarito - Baja California,Suicide
10/13/14,Tulum -  Quintana Roo,Other Accident
10/15/14,Playas De Rosarito - Baja California,Other Accident
10/15/14,San Luis Potosi - San Luis Potosi,Homicide
10/18/14,Juventino Rosas -  Guanajuato,Suicide
10/19/14,Palomas -  Chihuahua,Veh. Accid-Auto
10/19/14,San Luis Rio Colorado - Sonora,Veh. Accid-Auto
10/25/14,Riviera Maya -  Quintana Roo,Drowning
10/30/14,Naucalpan De Juarez,Homicide
11/1/14,Tijuana - Baja California,Other Accident
11/5/14,Riviera Maya - Quintana Roo,Homicide
11/5/14,San Miguel De Allende -  Guanajuato,Veh. Accid-Motorcy.
11/6/14,La Paz - Baja California,Suicide
11/8/14,Puerto Penasco - Sonora,Veh. Accid-Motorcy.
11/9/14,Hermosillo -  Sonora,Homicide
11/13/14,Tijuana - Baja California,Homicide
11/14/14,Benito Juarez -  Sonora,Veh. Accid-Auto
11/20/14,Colima - Colima,Homicide
11/20/14,San Miguel De Allende -  Guanajuato,Suicide
11/23/14,San Jose Del Cabo - Baja California Sur,Other Accident
11/29/14,Mexicali - Baja California,Veh. Accid-Auto
12/1/14, La Mesa - Tijuana - Baja California,Veh. Accid-Auto
12/4/14,Atotonilco El Alto - Jalisco,Veh. Accid-Auto
12/15/14,Cuernavaca -  Morelos,Veh. Accid-Pedestr.
12/17/14,Tijuana - Baja California,Homicide
12/17/14,Tijuana - Baja California,Homicide
12/19/14,Playa Del Carmen -  Quintana Roo,Drowning
12/19/14,Tecamachalco -  Puebla,Veh. Accid-Pedestr.
12/20/14,Nuevo Leon,Veh. Accid-Auto
12/21/14,Tijuana - Baja California,Veh. Accid-Auto
12/22/14,Huejuquilla El Alto - Jalisco,Suicide
12/22/14,San Felipe -  Guanajuato,Veh. Accid-Pedestr.
12/23/14,Ojuelos - Mexticacan - Jalisco,Veh. Accid-Motorcy.
12/24/14,Hermosillo -  Sonora,Homicide
12/24/14,Sonoyta - Sonora,Veh. Accid-Auto
12/24/14,Tijuana - Baja California,Suicide
12/26/14,Tijuana - Baja California,Homicide
12/27/14,Bahia de Banderas - Nayarit,Veh. Accid-Auto
12/28/14,Tijuana - Baja California,Homicide
12/29/14,Colonia Buenos Aires - Nogales - Sonora,Homicide
12/29/14,Puerto Vallarta - Jalisco,Other Accident
12/30/14,Guemez - Tamaulipas,Veh. Accid-Auto
12/30/14,Tamaulipas,Veh. Accid-Auto
12/30/14,Tamaulipas,Veh. Accid-Auto
1/2/15,Tepoztlan -  Morelos,Other Accident
1/3/15,Hidalgo -  Nuevo Leon,Other Accident
1/3/15,Ixtlan Del Rio -  Nayarit,Homicide
1/5/15, Empalme -  Sonora,Veh. Accid-Pedestr.
1/5/15,Casimiro Castillo -  Jalisco,Veh. Accid-Auto
1/8/15,Cotaxtla -  Veracruz,Homicide
1/8/15,Ensenada -  Baja California,Veh. Accid-Auto
1/9/15,San Luis Rio Colorado -  Sonora,Homicide
1/10/15,Zacatecas,Veh. Accid-Auto
1/10/15,Zacatecas,Veh. Accid-Auto
1/12/15,Tecate -  Baja California,Homicide
1/15/15,Akumal -  Quintana Roo,Drowning
1/17/15,El Grullo - Jalisco,Homicide
1/18/15, Colonel Xoco - Mexico -  Distrito Federal,Veh. Accid-Pedestr.
1/18/15,Ciudad Miguel Aleman -  Tamaulipas,Homicide
1/21/15,Ciudad Juarez -  Chihuahua,Suicide
1/21/15,Playas de Rosarito -  Baja California,Drug-Related
1/22/15,Playas De Rosarito -  Baja California,Drowning
1/28/15,Ciudad Juarez - Chihuahua,Homicide
1/28/15,San Juan De Los Lagos -  Jalisco,Homicide
1/29/15,Culiacan -  Sinaloa,Veh. Accid-Auto
1/30/15,Iguala -  Guerrero,Homicide
2/3/15,Playas De Rosarito -  Baja California,Drowning
2/3/15,Playas de Rosarito -  Baja California,Veh. Accid-Auto
2/3/15,Tijuana -  Baja California,Suicide
2/3/15,Tulum -  Quintana Roo,Suicide
2/4/15,Ajijic -  Chapala -  Jalisco,Other Accident
2/4/15,Ciudad Juarez -  Chihuahua,Homicide
2/4/15,Mexico -  Distrito Federal,Suicide
2/5/15,Ciudad Juarez -  Chihuahua,Homicide
2/5/15,Puebla,Homicide
2/7/15,Uruapan -  Michoacan,Homicide
2/7/15,Villanueva -  Zacatecas,Homicide
2/11/15,Mahahual -  Quintana Roo,Drowning
2/12/15,Tlapa -  Guerrero,Homicide
2/13/15,Tacambaro -  Michoacan,Veh. Accid-Pedestr.
2/13/15,Tlaquepaque -  Jalisco,Homicide
2/16/15,Tlaxco -  Tlaxcala,Veh. Accid-Auto
2/16/15,Tlaxco -  Tlaxcala,Veh. Accid-Auto
2/16/15,Tlaxco -  Tlaxcala,Veh. Accid-Auto
2/18/15,Ensenada -  Baja California,Other Accident
2/18/15,Uriangato -  Guanajuato,Veh. Accid-Motorcy.
2/20/15,Galeana -  Nuevo Leon,Veh. Accid-Auto
2/22/15,Reynosa -  Tamaulipas,Veh. Accid-Auto
2/23/15,Nuevo Vallarta -  Bahia De Banderas -  Nayarit,Drowning
2/24/15,San Joaquin -  Mazatlan -  Sinaloa,Homicide
2/25/15,San Luis De La Paz -  Guanajuato,Homicide
2/25/15,Tijuana -  Baja California,Homicide
3/4/15,San Luis Potosi -  San Luis Potosi,Veh. Accid-Pedestr.
3/5/15,Tijuana -  Baja California,Veh. Accid-Auto
3/12/15,Chahuites -  Oaxaca,Suicide
3/12/15,Quintana Roo,Veh. Accid-Auto
3/15/15,Culiacan -  Sinaloa,Homicide
3/15/15,San Pedro Pochutla -  Oaxaca,Drowning
3/17/15,Yucatan,Maritime Accident
3/20/15,Bahia de Banderas -  Nayarit,Suicide
3/20/15,Bahia de Banderas -  Nayarit,Suicide
3/22/15,Vista Hermosa -  Michoacan,Veh. Accid-Auto
3/23/15,Cancun -  Quintana Roo,Drowning
3/23/15,Ixtlan De Los Hervores -  Michoacan,Veh. Accid-Auto
3/28/15,Iguala -  Guerrero,Homicide
3/28/15,San Miguel de Allende -  Guanajuato,Drowning
3/31/15,Playas De Rosarito -  Baja California,Drowning
4/1/15,Culiacan Sinaloa -  Mexico,Homicide
4/2/15,Iguala -  Guerrero,Homicide
4/2/15,San Juan Cacahuatepec -  Oaxaca,Veh. Accid-Auto
4/3/15,Ciudad Juarez -  Chihuahua,Homicide
4/5/15,Tijuana -  Baja California,Veh. Accid-Auto
4/7/15,Cancun -  Quintana Roo,Suicide
4/8/15,Mazatlan -  Sinaloa,Veh. Accid-Auto
4/10/15,Tampico -  Tamaulipas,Veh. Accid-Auto
4/11/15,Playas de Rosarito -  Baja California,Drug-Related
4/13/15,Chihuahua,Other Accident
4/14/15,Tijuana -  Baja California,Homicide
4/16/15,Todos Santos -  La Paz -  Baja California Sur,Suicide
4/17/15,Villa Coronado -  Chihuahua,Homicide
4/22/15,Cancun -  Quintana Roo,Drowning
4/22/15,Chapala - Jalisco,Veh. Accid-Pedestr.
4/24/15,La Paz -  Baja California Sur,Veh. Accid-Motorcy.
4/25/15,Culiacan -  Sinaloa,Homicide
4/26/15,Ciudad Juarez -  Chihuahua,Homicide
4/29/15,Ciudad Manuel Doblado -  Guanajuato,Homicide
4/30/15,General Plutarco Elias Calles -  Sonora,Veh. Accid-Auto
4/30/15,Tijuana -  Baja California,Homicide
5/1/15,Puerto Vallarta -  Jalisco,Other Accident
5/2/15,Playas De Rosarito -  Baja California,Homicide
5/2/15,Tijuana -  Baja California,Drug-Related
5/3/15,Matamoros -  Tamaulipas,Homicide
5/3/15,San Miguel del Valle -  Oaxaca,Other Accident
5/3/15,Tijuana -  Baja California,Drug-Related
5/6/15,Ciudad Juarez -  Chihuahua,Homicide
5/6/15,Morelos -  Zinacantepec,Veh. Accid-Pedestr.
5/7/15,Tijuana -  Baja California,Homicide
5/8/15,Ecatepec De Morelos,Veh. Accid-Motorcy.
5/12/15,Guadalajara -  Jalisco,Veh. Accid-Auto
5/15/15,Culiacan -  Sinaloa -  Mexico,Homicide
5/19/15,Ajijic -  Chapala -  Jalisco,Drowning
5/21/15,Juchitan -  Oaxaca,Homicide
5/22/15,Nuevo Laredo -  Tamaulipas,Homicide
5/23/15,Coahuila,Homicide
5/25/15,Gomez Palacio -  Durango,Homicide
5/28/15,Huaniqueo -  Michoacan,Veh. Accid-Auto
6/1/15,Magdalena -  Sonora,Veh. Accid-Motorcy.
6/1/15,San Pedro Garza Garcia -  Nuevo Leon,Suicide
6/2/15,Puerto Vallarta -  Jalisco,Suicide
6/3/15,Loreto -  Baja California Sur,Drowning
6/4/15,Othon P. Blanco -  Quintana Roo,Homicide
6/6/15,Ensenada -  Baja California,Veh. Accid-Auto
6/6/15,Ensenada -  Baja California,Veh. Accid-Auto
6/7/15,Ciudad Juarez -  Chihuahua,Drug-Related
6/8/15,Rio Bravo -  Tamaulipas,Veh. Accid-Auto
6/9/15,Nogales -  Sonora,Homicide
6/10/15,Arteaga -  Michoacan,Drowning
6/11/15,Ensenada -  Baja California,Veh. Accid-Auto
6/11/15,Tijuana -  Baja California,Homicide
6/12/15,San Miguel De Allende -  Guanajuato,Homicide
6/13/15,Agua Prieta -  Sonora,Veh. Accid-Auto
6/14/15,Ciudad Juarez -  Chihuahua,Homicide
6/21/15,Ciudad Juarez -  Chihuahua,Homicide
6/24/15,Cancun -  Quintana Roo,Drowning
6/25/15,Santa Maria De La Paz -  Zacatecas,Homicide
6/27/15,Ciudad Hidalgo -  Michoacan,Veh. Accid-Pedestr.
6/29/15,Chihuahua -  Chihuahua,Veh. Accid-Auto
6/30/15,Bucerias -  Nayarit,Suicide
7/1/15,Baja California,Drug-Related
7/1/15,Baja California,Homicide
7/1/15,Baja California,Homicide
7/2/15,Chihuahua,Homicide
7/2/15,Zacatecas,Other Accident
7/3/15,Colima,Veh. Accid-Auto
7/5/15,Michoacan,Homicide
7/6/15,Jalisco,Suicide
7/6/15,Sonora,Homicide
7/7/15,Zacatecas,Other Accident
7/8/15,Chihuahua,Homicide
7/8/15,Tamaulipas,Homicide
7/8/15,Tamaulipas,Homicide
7/9/15,Jalisco,Suicide
7/10/15,Quintana Roo,Drowning
7/15/15,Guerrero,Other Accident
7/20/15,Baja California,Homicide
7/20/15,Tamaulipas,Veh. Accid-Auto
7/20/15,Tamaulipas,Veh. Accid-Auto
7/21/15,Oaxaca,Homicide
7/22/15,Guerrero,Homicide
7/23/15,Baja California,Veh. Accid-Auto
7/23/15,Baja California,Veh. Accid-Auto
7/24/15,Sonora,Veh. Accid-Auto
7/24/15,Sonora,Veh. Accid-Auto
7/26/15,Baja California Sur,Drowning
7/27/15,Veracruz,Veh. Accid-Auto
8/1/15,Nuevo Leon,Veh. Accid-Auto
8/2/15,Puebla,Homicide
8/5/15,Baja California,Drug-Related
8/5/15,Toluca,Veh. Accid-Auto
8/6/15,Distrito Federal,Other Accident
8/8/15,Veracruz,Veh. Accid-Auto
8/11/15,Jalisco,Suicide
8/11/15,Veracruz,Veh. Accid-Auto
8/12/15,Nayarit,Homicide
8/15/15,Baja California,Homicide
8/15/15,Baja California,Veh. Accid-Auto
8/17/15,Sonora,Drug-Related
8/18/15,Baja California,Homicide
8/18/15,Guanajuato,Suicide
8/19/15,Campeche,Other Accident
8/23/15,Guerrero,Homicide
8/23/15,Guerrero,Suicide
8/24/15,Baja California Sur,Homicide
8/28/15,Guanajuato,Other Accident
8/28/15,Oaxaca,Veh. Accid-Auto
8/28/15,Oaxaca,Veh. Accid-Auto
8/28/15,Oaxaca,Veh. Accid-Auto
8/30/15,Quintana Roo,Homicide
9/4/15,Baja California,Drowning
9/4/15,Sonora,Veh. Accid-Auto
9/5/15,Baja California,Drowning
9/5/15,Nuevo Leon,Veh. Accid-Auto
9/6/15,Morelos,Homicide
9/10/15,Guerrero,Homicide
9/16/15,Chihuahua,Veh. Accid-Auto
9/17/15,Distrito Federal,Veh. Accid-Pedestr.
9/17/15,Jalisco,Other Accident
9/17/15,Sonora,Other Accident
9/18/15,Coahuila,Veh. Accid-Bus
9/21/15,Jalisco,Drowning
9/26/15,Nuevo Leon,Other Accident
9/26/15,Tamaulipas,Homicide
9/29/15,Jalisco,Suicide
9/30/15,Tamaulipas,Homicide
10/2/15,Baja California,Veh. Accid-Auto
10/7/15,San Luis Potosi,Suicide
10/9/15,Chihuahua,Veh. Accid-Pedestr.
10/10/15,Coahuila,Homicide
10/16/15,Baja California,Drowning
10/21/15,Jalisco,Veh. Accid-Pedestr.
10/22/15,Guanajuato,Veh. Accid-Motorcy.
10/25/15,Guanajuato,Homicide
10/25/15,Tijuna -  Baja California,Suicide
10/26/15,Chihuahua,Other Accident
10/26/15,Tamaulipas,Homicide
11/2/15,Guanajuato,Homicide
11/3/15,Hidalg,Other Accident
11/3/15,Jalisco,Suicide
11/3/15,Nayarit,Homicide
11/3/15,Oaxaca,Veh. Accid-Motorcy.
11/4/15,Baja California,Veh. Accid-Motorcy.
11/5/15,Baja California,Drowning
11/8/15,Baja California Sur,Other Accident
11/9/15,Quintana Roo,Other Accident
11/10/15,San Luis Potosi,Veh. Accid-Auto
11/16/15,Puebla,Homicide
11/18/15,Jalisco,Homicide
11/18/15,Tijuana - Baja California,Other Accident
11/21/15,Baja California,Veh. Accid-Pedestr.
11/22/15,Jalisco,Other Accident
11/22/15,Zacatecas,Veh. Accid-Auto
11/25/15,Coahuila,Suicide
11/28/15,Sonora,Veh. Accid-Auto
12/1/15,Zacatecas,Homicide
12/4/15,Jalisco,Homicide
12/6/15,Baja California,Suicide
12/6/15,Sinaloa,Drowning
12/7/15,Morelos,Drowning
12/9/15,Baja California,Other Accident
12/9/15,Quintana Roo,Drowning
12/12/15,Baja California,Veh. Accid-Auto
12/13/15,Baja California,Veh. Accid-Pedestr.
12/14/15,Puebla,Veh. Accid-Pedestr.
12/15/15,Baja California Sur,Drowning
12/16/15,Baja California,Homicide
12/18/15,Guerrero,Veh. Accid-Auto
12/20/15,Baja California,Veh. Accid-Auto
12/21/15,Oaxaca,Veh. Accid-Auto
12/21/15,Quintana Roo,Drowning
12/22/15,Jalisco,Other Accident
12/22/15,Quintana Roo,Drowning
12/24/15,Zacatecas,Veh. Accid-Auto
12/25/15,Baja California Sur,Veh. Accid-Auto
12/25/15,Oaxaca,Homicide
12/28/15,Baja California,Drowning
12/29/15,Jalisco,Other Accident
12/29/15,Michoacan,Other Accident
12/29/15,Sonora,Other Accident
12/30/15,Baja California,Homicide
12/30/15,Quintana Roo,Suicide
1/2/16,Cohauila,Veh. Accid-Auto
1/3/16,Sonora,Veh. Accid-Auto
1/4/16,Nuevo Leon,Veh. Accid-Auto
1/4/16,Tamaulipas,Veh. Accid-Auto
1/7/16,Chihuahua,Other Accident
1/7/16,Coahuila,Veh. Accid-Auto
1/8/16,Baja California,Homicide
1/18/16,Baja California,Suicide
1/18/16,Baja California,Drowning
1/19/16,Quintana Roo,Veh. Accid-Auto
1/20/16,Michoacan,Veh. Accid-Auto
1/21/16,Guerrero,Drowning
1/23/16,Michoacan,Veh. Accid-Auto
1/23/16,Quintana Roo,Drowning
1/31/16,Guerrero,Other Accident
2/1/16,Baja California,Other Accident
2/4/16,Baja California,Homicide
2/7/16,Durango,Drowning
2/9/16,Quintana Roo,Drowning
2/10/16,Zacatecas,Veh. Accid-Auto
2/11/16,Sinaloa,Homicide
2/11/16,Tamaulipas,Veh. Accid-Auto
2/13/16,Baja California,Other Accident
2/13/16,Nuevo Laredo,Homicide
2/13/16,Puebla,Suicide
2/18/16,Guanajuato,Veh. Accid-Auto
2/18/16,Sinaloa,Homicide
2/19/16,Chihuahua,Other Accident
2/20/16,Quintana Roo,Other Accident
2/20/16,Quintana Roo,Drowning
2/23/16,Baja California,Homicide
2/24/16,Durango,Suicide
2/25/16,Colima,Homicide
2/25/16,Jalisco,Other Accident
2/27/16,Baja California,Homicide
2/27/16,Baja California,Veh. Accid-Auto
2/27/16,Baja California,Veh. Accid-Auto
2/27/16,Oaxaca,Drowning
2/29/16,Chihuahua,Homicide
3/2/16,Quintana Roo,Homicide
3/8/16,Jalisco,Veh. Accid-Pedestr.
3/8/16,Quintana Roo,Veh. Accid-Auto
3/8/16,Quintana Roo,Drowning
3/8/16,Quintana Roo,Veh. Accid-Auto
3/8/16,Sinaloa,Suicide
3/9/16,Jalisco,Veh. Accid-Auto
3/9/16,Quintana Roo,Drowning
3/11/16,Puebla,Suicide
3/11/16,San Luis Potosi,Veh. Accid-Auto
3/12/16,Chihuahua,Homicide
3/13/16,Baja California,Veh. Accid-Motorcy.
3/16/16,Baja California Sur,Veh. Accid-Motorcy.
3/16/16,Estado de Mexico,Homicide
3/20/16,Jalisco,Drowning
3/22/16,Baja California Sur,Drug-Related
3/22/16,Quintana Roo,Drowning
3/23/16,Chihuahua,Other Accident
3/23/16,Chihuahua,Other Accident
3/23/16,Quintana Roo,Drowning
3/23/16,Tamaulipas,Drowning
3/24/16,Jalisco,Homicide
3/24/16,Quintana Roo,Other Accident
3/24/16,Sinaloa,Veh. Accid-Motorcy.
3/27/16,Baja California,Homicide
3/27/16,Jalisco,Suicide
3/27/16,Mexico Distrito Federal,Veh. Accid-Auto
3/27/16,Oaxaca,Drowning
3/29/16,Zacatecas,Veh. Accid-Auto
3/30/16,Guanajuato,Homicide
4/2/16,Baja California,Veh. Accid-Auto
4/2/16,Baja California,Veh. Accid-Auto
4/2/16,Quintana Roo,Veh. Accid-Auto
4/2/16,Quintana Roo,Veh. Accid-Motorcy.
4/3/16,Baja California,Veh. Accid-Auto
4/3/16,Baja California,Suicide
4/3/16,Baja California,Suicide
4/3/16,Zacatecas,Drowning
4/5/16,Baja California,Homicide
4/6/16,Nayarit,Other Accident
4/7/16,Quintana Roo,Drowning
4/9/16,Coahuila,Veh. Accid-Auto
4/10/16,Quintana Roo,Homicide
4/16/16,Baja California,Other Accident
4/16/16,Jalisco,Homicide
4/17/16,Baja California,Homicide
4/19/16,Baja California Sur,Veh. Accid-Auto
4/19/16,Baja California Sur,Veh. Accid-Auto
4/19/16,Jalisco,Homicide
4/20/16,Chiapas,Other Accident
4/21/16,Sonora,Veh. Accid-Auto
4/21/16,Yucatan,Veh. Accid-Auto
4/22/16,Quintana Roo,Other Accident
4/22/16,Sonora,Suicide
4/24/16,Baja California,Other Accident
4/24/16,Guanajuato,Suicide
4/24/16,Sonora,Veh. Accid-Auto
4/26/16,Baja California,Veh. Accid-Pedestr.
5/1/16,Baja California,Veh. Accid-Other
5/1/16,Guanajuato,Suicide
5/1/16,Sinaloa,Drowning
5/2/16,Veracruz ,Veh. Accid-Other
5/4/16,Baja California,Suicide
5/5/16,Jalisco,Suicide
5/5/16,San Luis Potosi,Veh. Accid-Pedestr.
5/7/16,Baja California,Homicide
5/7/16,Chihuahua,Homicide
5/8/16,Baja Californa Sur,Homicide
5/8/16,Baja California,Homicide
5/13/16,Jalisco,Homicide
5/13/16,Quintana Roo,Drowning
5/14/16,Sonora,Veh. Accid-Auto
5/15/16,Baja California,Veh. Accid-Pedestr.
5/15/16,Baja California,Homicide
5/18/16,Morelos,Homicide
5/21/16,Baja California,Drug-Related
5/21/16,Jalisco,Homicide
5/24/16,Baja California,Homicide
5/24/16,Chihuahua,Suicide
5/27/16,Quintana Roo,Other Accident
5/27/16,Sonora,Veh. Accid-Auto
5/28/16,Baja California,Veh. Accid-Pedestr.
5/31/16,Chihuahua,Homicide
6/2/16,Jalisco,Veh. Accid-Auto
6/3/16,Chihuahua,Homicide
6/4/16,Baja California,Veh. Accid-Motorcy.
6/4/16,Baja California,Veh. Accid-Pedestr.
6/4/16,Baja California,Veh. Accid-Motorcy.
6/5/16,Baja California,Veh. Accid-Pedestr.
6/7/16,Baja California Sur,Suicide
6/8/16,Baja California,Homicide
6/8/16,Chihuahua,Homicide
6/8/16,Tamaulipas,Drowning
6/12/16,Baja California,Veh. Accid-Auto
6/13/16,Baja California,Suicide
6/15/16,Baja California Sur,Drowning
6/15/16,Baja California Sur,Drowning
6/18/16,Quintana Roo,Other Accident
6/19/16,Baja California,Homicide
6/20/16,Chihuahua,Homicide
6/20/16,Durango,Suicide
6/21/16,Baja California Sur,Drowning
6/27/16,Quintana Roo,Veh. Accid-Motorcy.
6/28/16,Quintana Roo,Drowning
6/28/16,Sinaloa,Homicide
7/4/16,Guanajuato -  Mexico,Other Accident
7/9/16,Tamaulipas -  Mexico,Homicide
7/9/16,Tamaulipas -  Mexico,Homicide
7/9/16,Tamaulipas -  Mexico,Homicide
7/10/16,Baja California -  Mexico,Homicide
7/10/16,Coahuila -  Mexico,Veh. Accid-Auto
7/11/16,Nayarit -  Mexico,Veh. Accid-Auto
7/14/16,Baja California -  Mexico,Homicide
7/14/16,Michoacan -  Mexico,Other Accident
7/16/16,Baja California -  Mexico,Suicide
7/18/16,Jalisco -  Mexico,Suicide
7/18/16,Quintana Roo -  Mexico,Suicide
7/18/16,Sinaloa -  Mexico,Veh. Accid-Auto
7/18/16,Sonora -  Mexico,Veh. Accid-Auto
7/19/16,Tamaulipas -  Mexico,Homicide
7/20/16,Baja California Sur -  Mexico,Drowning
7/22/16,Jalisco -  Mexico,Drowning
7/22/16,Tamaulipas -  Mexico,Homicide
7/23/16,Tamaulipas -  Mexico,Veh. Accid-Auto
7/28/16,Jalisco -  Mexico,Veh. Accid-Auto
7/28/16,Sonora -  Mexico,Veh. Accid-Pedestr.
7/29/16,Baja California -  Mexico,Homicide
7/29/16,Baja California -  Mexico,Veh. Accid-Auto
7/29/16,Puebla -  Mexico,Veh. Accid-Pedestr.
7/30/16,Veracruz -  Mexico,Other Accident
8/1/16,Jalisco -  Mexico,Other Accident
8/1/16,Jalisco -  Mexico,Other Accident
8/3/16,Tamaulipas -  Mexico,Drowning
8/4/16,Baja California -  Mexico,Drowning
8/4/16,Quintana Roo -  Mexico,Veh. Accid-Pedestr.
8/5/16,Baja California Sur -  Mexico,Drowning
8/7/16,Sonora -  Mexico,Homicide
8/7/16,Sonora -  Mexico,Veh. Accid-Pedestr.
8/7/16,Sonora -  Mexico,Homicide
8/8/16,Tamaulipas -  Mexico,Homicide
8/14/16,Sonora -  Mexico,Drowning
8/20/16,Chihuahua -  Mexico,Homicide
8/23/16,Quintana Roo -  Mexico,Veh. Accid-Motorcy.
