Date,City,Cause of Death
6/12/05,Aqaba -  Jordan,Veh. Accident-Auto
11/9/05,Amman -  Jordan,Terrorist Action
11/9/05,Amman -  Jordan,Terrorist Action
11/9/05,Amman -  Jordan,Terrorist Action
11/10/05,Amman -  Jordan,Terrorist Action
7/14/06,Amman -  Jordan,Veh. Accident-Auto
7/26/06,Amman -  Jordan,Veh. Accident-Auto
9/11/07,Amman -  Jordan,Veh. Accid-Auto
11/10/07,Amman -  Jordan,Veh. Accid-Pedestr.
2/2/08,Amman -  Jordan,Veh. Accid-Pedestr.
2/2/08,Petra -  Jordan,Other Accident
3/8/08,Amman -  Jordan,Suicide
9/3/08,Ma'an -  Jordan,Veh. Accid-Auto
4/1/09,Amman -  Jordan,Homicide
5/27/09,Amman -  Jordan,Homicide
5/27/09,Amman - jordan,Homicide
6/5/09,Wadi Mousa -  Jordan,Other Accident
8/4/09,AlBalqa -  Jordan,Drowning
8/6/09,Karak -  Jordan,Veh. Accid-Auto
8/6/09,Karak -  Jordan,Veh. Accid-Auto
2/21/10,Naour -  Jordan,Suicide
5/11/10,Amman -  Jordan,Other Accident
10/25/10,Madaba -  Jordan,Veh. Accid-Auto
8/10/11,Amman -  Jordan,Veh. Accid-Motorcy.
3/26/12,Amman -  Jordan,Other Accident
4/12/12,Aqaba -  Jordan,Drowning
4/15/12,Amman -  Jordan,Vehicle Accident - Pedestrian
5/15/12,Amman -  Jordan,Vehicle Accident - Auto
7/30/12,Amman -  Jordan,Other Accident
9/4/12,Irbid -  Jordan,Homicide
12/2/12,Amman -  Jordan,Suicide
8/21/13,Zarqa -  Jordan,Veh. Accid-Pedestr.
10/5/13,Amman -  Jordan,Veh. Accid-Auto
6/19/14,Irbid,Veh. Accid-Auto
9/2/14,Amman,Veh. Accid-Auto
9/27/14,Zarqa,Other Accident
11/6/15,Amman,Suicide
11/6/15,Amman,Suicide
11/9/15,Amman,Terrorist Action
11/9/15,Amman,Terrorist Action
8/22/16,Amman,Veh. Accid-Auto
8/22/16,Amman,Veh. Accid-Auto
8/28/16,Aqaba,Drowning
4/2/17,Amman,Homicide
5/29/17,Amman,Unknown/Undetermined
2/7/18,Salt -  Balqa,Veh. Accid-Auto
2/11/18,Aqaba -  Aqaba,Drowning
7/8/03,Mangystau Oblast -  Kazakhstan,Drowning
5/3/04,Uzunagash City -  Kazakhstan,Veh. Accident-Auto
9/30/06,Abai -  Kazakhstan,Veh. Accident-Auto
5/13/07,Ural River -  AtyrauåÂ‰ÛÊ,Drowning - River
10/5/09,Kazakhstan Oblast -  Khazakhstan,Other Accident
2/15/10,Almaty -  Kazakhstan,Other Accident
11/27/10,Almaty Oblast -  Kazakhstan,Other Accident
3/14/15,Astana,Other Accident
7/13/17,Astana,Veh. Accid-Auto
7/13/17,Astana,Veh. Accid-Auto
7/16/17,Astana,Veh. Accid-Auto
6/29/03,Segera -  Laikipia -  Kenya,Air Accident
7/19/03,Mt. Kenya -  Nyeri -  Kenya,Air Accident
7/19/03,Mt. Kenya -  Nyeri -  Kenya,Air Accident
7/19/03,Mt. Kenya -  Nyeri -  Kenya,Air Accident
7/19/03,Mt. Kenya -  Nyeri -  Kenya,Air Accident
7/19/03,Mt. Kenya -  Nyeri -  Kenya,Air Accident
7/19/03,Mt. Kenya -  Nyeri -  Kenya,Air Accident
7/19/03,Mt. Kenya -  Nyeri -  Kenya,Air Accident
7/19/03,Mt. Kenya -  Nyeri -  Kenya,Air Accident
7/19/03,Mt. Kenya -  Nyeri -  Kenya,Air Accident
7/19/03,Mt. Kenya -  Nyeri -  Kenya,Air Accident
7/19/03,Mt. Kenya -  Nyeri -  Kenya,Air Accident
7/19/03,Mt. Kenya -  Nyeri -  Kenya,Air Accident
1/11/04,Nairobi -  Kenya,Veh. Accident-Auto
8/28/04,Nairobi Hospital -  Kenya,Veh. Accident-Pedestrian
7/29/05,Nairobi-mombasa Highway -  Kenya,Veh. Accident-Auto
12/31/05,Nairobi Hospital -  Nairobi -  Kenya,Veh. Accident-Auto
2/22/06,Likoni -  Mombasa -  Kenya,Homicide
3/16/06,Nairobi -  Kenya,Homicide
3/22/06,Nairobi -  Kenya,Other Accident
4/17/06,Nairobi -  Kenya,Other Accident
7/19/06,Meru Central -  Kenya,Suicide
8/16/06,Nyeri Central -  Kenya,Other Accident
8/20/06,Thika District -  Kenya,Veh. Accident-Bus
9/23/06,Ghumsa -  Kenya,Air Accident
12/1/06,Mombasa -  Kenya,Other AccidentåÂ‰ÛÊ
1/15/07,Nairobi -  Kenya,Veh. Accident-Bus
1/27/07,Nairobi -  Kenya,Homicide
1/27/07,Nairobi - kenya,Homicide
5/11/07,Bamburi -  Mombasa Coast -  Kenya,Homicide
10/9/08,Buruburu -  Nairobi -  Narobi -  Kenya,Drowning
8/1/09,Nairobi - Nairobi -  Kenya,Air Accident
12/3/09,Mogadishu -  Kenya,Terrorist Action
1/4/10,Kirinyaga District -  Kenya,Other Accident
1/4/10,Kirinyaya District -  Kenya,Other Accident
2/12/10,Nairobi -  Kenya,Homicide
12/13/10,Nairobi -  Kenya,Veh. Accid-Auto
1/28/11,Nakuru -  Rift Valley -  Kenya,Veh. Accid-Auto
2/27/11,Narok -  Rift Valley -  Kenya,Other Accident
4/5/11,Nairobi -  Kenya,Homicide
10/20/11,Malindi Coast -  Kenya,Veh. Accid-Pedestr.
11/17/11,Nairobi -  Kenya,Veh. Accid-Auto
12/18/12,Kisumu -  Kenya,Suicide
2/24/13,Mt. Kenya -  Kenya,Air Accident
7/25/13,Aberdare Forest -  Nyandarua South -  Kenya,Air Accident
7/25/13,Aberdare Forest -  Nyandarua South -  Kenya,Air Accident
9/4/13,Majengo Mapya -  Kilindini -  Coast -  Kenya,Homicide
11/17/14,Nairobi - Nairobi,Homicide
4/16/15,South Nyanza,Drowning
5/18/15,Kibwezi -  Eastern,Veh. Accid-Auto
2/13/16,Nyanza,Veh. Accid-Motorcy.
6/1/16,Nairobi,Homicide
8/9/16,Rift Valley,Veh. Accid-Auto
6/27/17,Nairobi,Homicide
7/6/17,Mombasa,Suicide
11/12/17,Nairobi,Other Accident
12/12/17,Molo -  Rift Valley,Veh. Accid-Auto
1/23/18,Iten -  Elgeyo-Marakwet,Other Accident
2/4/18,Nairobi -  Nairobi,Homicide
2/28/18,Naivasha -  Nakuru,Other Accident
8/23/18,Nairobi -  Nairobi County,Veh. Accid-Auto
1/14/19,Nairobi -  Kenya,Terrorist Action
12/5/02,Songpa-gu -  Seoul -  Korea,Natural Disaster
8/17/03,Seoul -  Korea,Drug-Related
12/29/03,Daejon -  Korea,Suicide
1/2/04,Gangseo-gu -  Seoul -  Korea,Suicide
4/22/04,Mia 9 Dong -  Kangbuk-ku -  Seoul -  Korea,Veh. Accident-Auto
7/15/04,Kuwol Dong -  Namdong-gu -  Inchun -  Korea,Veh. Accident-Auto
7/24/04,Yichon-dong -  Yongsan-gu -  Seoul -  Korea,Drowning
2/25/05,Seoul -  Korea,Other Accident
3/7/05,Asan-city -  Korea,Suicide
3/12/05,Pyongtaek-city -  Korea,Suicide
3/28/05,Youngdungpho-gu -  Seoul -  Korea,Other Accident
5/27/05,Seoul -  Korea,Homicide
6/15/05,Seoul -  Korea,Suicide
8/25/05,Jung-1dong Haewoongdae-gu -  Busan -  Korea,Veh. Accident-Auto
12/4/05,Gakhyul Valley At Dopyong-ri -  Edong-myon -  Pocheon-si -  Korea,Homicide
1/14/06,2240 Daewha Dong -  Ilsan-gu -  Kyoyang-city -  Kyonggi-do -  Korea,Veh. Accident-Auto
4/2/06,Pusan -  Korea,Suicide
7/5/06,Deachum Beach -  Boryung -  Chungnam -  Korea,Drowning
11/25/06,Seoul -  Korea,Suicide
1/1/07,Kyungpo Beach -  Kangreung -  Kangwon -  Korea,Drowning- Ocean
1/25/07,Jinwui-myeon -  Pyongtaek -  Korea,Suicide
1/30/07,Busan -  Korea,Drug-Related
2/23/07,Nowon-gu -  Seoul -  Korea,Suicide
3/19/07,Sungnam -  Gyunggi-do -  Korea,Suicide
8/5/07,Dowon-dong -  Dalseo-gu -  Daegu -  Korea,Suicide
9/13/07,Youngdeungpo-gu -  Seoul -  Korea,Suicide
10/7/07,Youngho-dong -  Changwon -  Kyungsangnam-do -  Korea,Suicide
11/5/07,Seoul -  Korea,Drowning-Bridge
12/1/07,Seoul -  Korea,Veh. Accid-Motorcy.
3/8/08,Seoul -  Korea,Other Accident
3/12/08,Seoul -  Korea,Suicide
5/10/08,Gyeongsan -  Korea,Drowning
6/13/08,Seongnam -  Korea,Suicide
10/21/08,Nam-gu -  Incheon -  Korea,Suicide
12/3/08,Pyeongtaek -  Korea,Veh. Accid-Auto
1/5/09,Joong-ang University Hospital -  Seoul,Other Accident
2/26/09,A Curve Way On Doomundong-jae -  Hawjeon-dong -  Taebaek,Veh. Accid-Auto
3/23/09,Haenam -  Korea,Suicide
5/24/09,Busan -  Gyeonsangnam-do -  Korea,Suicide
5/29/09,Paju -  Korea,Other Accident
6/25/09,Gyochon-dong -  Yuseong-gu -  Daejeon -  Korea,Suicide
6/29/09,Jung-gu -  Busan -  Korea,Suicide
8/20/09,Chiljeon-Dong -   - Chuncheon -  Korea,Other Accident
8/27/09,Gongju -  Korea,Veh. Accid-Auto
9/26/09,Paldal-Gu - Suwon -  Korea,Suicide
10/3/09,Jongro-Gu  - Seoul -  Korea,Veh. Accid-Motorcy.
11/7/09,Hannam-Dong -  Yongsan-Gu - Seoul -  Korea,Veh. Accid-Motorcy.
11/9/09,Gyeonggi-Do -  Korea,Suicide
12/31/09,Haewundae-Gu  - Busan -  Korea,Other Accident
1/8/10,Incheon -  Korea,Other Accident
1/25/10,Gangwon-Do -  Korea,Suicide
2/6/10,Busan -  Korea,Suicide
3/11/10,Jinju -  Korea,Veh. Accid-Motorcy.
4/23/10,Seoul -  Korea,Suicide
5/15/10,Ulsan -  Korea,Veh. Accid-Auto
5/16/10,Gwangak-gu - Seoul -  Korea,Suicide
5/17/10,Wonju -  Korea,Suicide
5/27/10,Pocheon -  Korea,Suicide
7/3/10,Incheon -  Korea,Veh. Accid-Bus
7/21/10,Seobuk-Gu - Chunan -  Korea,Suicide
7/26/10,Yeongdungpo-Gu - Seoul -  Korea,Suicide
7/31/10,Kimpo - Gyeonggi-Do -  Korea,Other Accident
8/17/10,Seocho-Gu -  Seoul -  Korea,Suicide
9/15/10,Sinjang-Dong - Pyeongtaek -  Korea,Suicide
10/14/10,Pusan -  Korea,Suicide
11/1/10,Yangcheon-Gu - Seoul -  Korea,Homicide
11/13/10,Goyang -  Korea,Suicide
2/19/11,Suyoung-Gu -  Suyoung-Gu -  Busan -  Korea,Suicide
2/21/11,Gojan-Dong -  Danwon-Gu -  Ansan -  Korea,Other Accident
2/22/11,Yeongdeungpo-Gu -  Seoul -  Korea,Suicide
4/19/11,Yongsan -  Korea,Suicide
4/22/11,Seoul -  Korea,Suicide
6/5/11,Pyungtaek -  Korea,Suicide
6/11/11,Seoul -  Korea,Veh. Accid-Auto
6/13/11,Seoul -  Korea,Suicide
8/12/11,Seoul -  Korea,Suicide
8/16/11,Incheon -  Korea,Suicide
9/6/11,Buk-Gu -  Gwangju -  Korea,Veh. Accid-Pedestr.
9/24/11,Kwangmyung -  Korea,Suicide
9/30/11,Hochen -  Korea,Suicide
10/19/11,Seo-Gu -  Busan -  Korea,Suicide
11/3/11,Cheongwan -  Hwangcheong -  Korea,Homicide
11/20/11,Suji -  Yongin -  Korea,Suicide
12/25/11,Seoul -  Korea,Suicide
5/5/12,Namyangju -  Korea -  Republic,Drowning
7/10/12,Haeundae-gu -  Busan -  Korea,Suicide
7/31/12,Chungju -  Chungcheong -  Korea,Other Accident
8/6/12,Chungsun-Eup -  Korea,Suicide
8/11/12,Busan -  Korea,Homicide
11/10/12,Kijanggun -  Busan -  Korea,Vehicle Accident - Pedestrian
11/23/12,Jung-gu -  Seoul -  Korea,Suicide
12/9/12,Seocho-gu -  Seoul -  Korea,Suicide
1/14/13,Mokpo -  Jeollanam-do -  Korea,Suicide
2/13/13,Kangnung -  Kangwon-do -  Korea,Suicide
2/17/13,Seoul -  Korea,Drowning
2/26/13,Paengsong-Up -  Pyongtaek -  Korea,Suicide
3/6/13,Seongnam-Si -  Gyeonggo-Do -  Korea,Suicide
3/16/13,Daegu -  Korea,Veh. Accid-Auto
5/4/13,Yeonsu-Gu -  Incheon -  Korea,Veh. Accid- Bus
7/2/13,Seoul -  Korea,Veh. Accid-Other
7/6/13,Yeoksam-Dong -  Gangnam-Gu -  Seoul -  Korea,Suicide
9/27/13,Gaya-Daero -  Busan Jingu -  Busan -  Korea,Suicide
10/1/13,Kiheung-Gu - Yongin -  Gyunggi-Do -  Korea,Suicide
10/10/13,Umbong-Myun -  Asan -  Choongchungnam-Do -  Korea,Suicide
10/26/13,Tongyong City -  Korea,Other Accident
11/6/13,Seoul -  Korea,Other Accident
12/23/13,Seoul -  Korea,Suicide
1/4/14,Paengsung-Up - Pyeongtaek,Suicide
1/23/14,Seoul,Suicide
1/27/14,Anyang,Veh. Accid-Auto
2/2/14,Seoul,Other Accident
2/21/14,Jeollanam-Do,Other Accident
4/1/14,Sokcho,Suicide
4/7/14,Suwon,Suicide
4/13/14, Youngtong-gu -  ,Suicide
5/26/14,Cheongju,Veh. Accid-Motorcy.
6/20/14,Suwon,Suicide
7/3/14,Seoul,Suicide
7/12/14,Seongdong-gu - Seoul,Suicide
9/22/14,Seoul,Suicide
10/14/14,Seongdong-gu - Seoul,Suicide
2/8/15,Yongsan-Gu -  Seoul,Suicide
2/17/15,Jeollanam-Do,Veh. Accid-Auto
3/14/15,Deungnyang-myeon -  Boseong-gun,Other Accident
4/10/15,Incheon,Other Accident
5/1/15,Mokpo,Veh. Accid-Bus
5/27/15,Seoul,Veh. Accid-Motorcy.
6/11/15,Jeongseon,Other Accident
7/7/15,Busan,Suicide
7/21/15,Busan,Drowning
7/27/15,Seoul,Suicide
9/28/15,Daegu,Suicide
9/28/15,Seoul,Other Accident
10/6/15,Jeonju,Other Accident
11/4/15,Seongnam,Other Accident
12/18/15,Danwon-gu -  Ansan,Suicide
12/24/15,Seoul,Veh. Accid-Motorcy.
1/11/16,Uijeongbu City,Other Accident
1/26/16,Shiheung,Suicide
3/26/16,Busan,Suicide
4/5/16,Seoul,Drowning
4/24/16,Seoul,Suicide
5/8/16,Seoul,Other Accident
7/23/16,Chilgok-Gun -  Gyeongsangbuk-Do,Veh. Accid-Auto
8/30/16,Gangjun-Eup -  Gangjin-Gun,Suicide
10/10/16,Sokcho City,Other Accident
10/27/16,Bupyeong-gu -  Incheon,Suicide
11/6/16,Dong-gu -  Ulsan,Veh. Accid-Pedestr.
11/30/16,Seocho-Dong -  Seocho-Gu -  Seoul,Suicide
2/12/17,Seoul,Suicide
2/15/17,Okcheon-Gun,Suicide
3/3/17,Busan,Drowning
3/7/17,Gunpo,Suicide
3/9/17,Seoul,Other Accident
4/14/17,Chungnam,Suicide
7/16/17,Daegu,Suicide
7/30/17,Seoguipo -  Jeju,Maritime Accident
9/26/17,Seoul,Other Accident
10/7/17,Busan,Drowning
10/17/17,Busan,Other Accident
10/30/17,Pyeongtaek City -  Gyeonggi Province,Suicide
11/9/17,Seoul,Drug-Related
11/12/17,Chuncheon -  Gangwon Province,Drowning
12/9/17,Pohang -  North Gyeongsang,Suicide
12/27/17,Gimjae -  South Gyeongsang,Suicide
12/31/17,Seoul,Suicide
1/21/03,Kuwait City -  Kuwait,Terrorist Action
1/29/03,Ahmadi -  Kuwait,Veh. Accident-Auto
3/28/03,Maghrib Highway Kuwait City -  Kuwait,Veh. Accident-Auto
4/9/03,Mina Abdullah Area -  Kuwait,Veh. Accident-Auto
4/10/03,Qashaniya Area -  Kuwait,Veh. Accident-Auto
3/29/04,Um Qasr Iraq/kuwait Border,Veh. Accident-Auto
5/9/05,Abdali -  Kuwait,Veh. Accident-Auto
7/17/05,Sabahia -  Kuwait,Veh. Accident-Motorcycle
11/12/05,Camp Buehring -  Kuwait,Veh. Accident-Auto
10/18/06,Kuwait City -  Kuwait,Veh. Accident-Motorcycle
3/1/07,Arabian Gulf Street -  Shaab Al Bahri,Veh. Accident-Auto
9/13/07,Kuwait City -  Kuwait,Veh. Accid-Auto
4/8/08,Kuwait City -  Kuwait,Veh. Accid-Auto
4/8/08,Kuwait City -  Kuwait,Veh. Accid-Auto
8/13/08,Mina Alabdulla -  Kuwait,Veh. Accid-Other
9/10/08,Kuwait City -  Kuwait -  Kuwait,Veh. Accid-Auto
9/11/08,Kuwait City -  Kuwait -  Kuwait,Veh. Accid-Auto
12/26/08,Kuwait City -  Kuwait -  Kuwait,Veh. Accid-Auto
4/27/09,Ahmadi -  Kuwait,Veh. Accid-Auto
10/3/09,Mina Abdulla - Mina Abdulla -  Kuwait,Other Accident
3/3/10,Mina Abdullah -  Kuwait,Veh. Accid-Auto
7/25/10,Kuwait City -  Kuwait,Veh. Accid-Auto
12/13/10,Jahra -  Kuwait,Veh. Accid-Auto
12/27/10,Kuwait City -  Kuwait,Veh. Accid-Auto
2/18/11,Jahra -  Kuwait,Veh. Accid-Auto
5/30/11,Salmiya -  Kuwait,Other Accident
7/27/11,Salwa -  Kuwait,Other Accident
8/4/11,Al Adan -  Kuwait,Veh. Accid-Auto
9/7/11,Al Adan -  Kuwait,Veh. Accid-Auto
3/18/12,Kuwait City -  Kuwait,Drowning
3/22/12,Riqqa Area -  Kuwait,Suicide
4/18/12,Abdullah Port Area -  Kuwait,Vehicle Accident - Auto
6/25/12,Kuwait City -  Kuwait,Vehicle Accident - Other
10/12/12,Kuwait City -  Kuwait,Other Accident
10/13/12,Mahboula -  Kuwait,Vehicle Accident - Auto
4/10/13,Sharq -  Kuwait,Homicide
9/26/14,Al Jahra,Veh. Accid-Auto
6/13/15,Mahboula,Other Accident
9/22/15,Midan Hawalli,Other Accident
1/24/16,Mahboula,Suicide
3/21/17,Adan,Veh. Accid-Auto
12/29/17,Abdally -  Abdally,Veh. Accid-Auto
11/9/18,Al-Adan -  Al-Ahmadi Governorate,Other Accident
10/24/05,At-bashy Mountain Range -  Atbashinskiy District -  Naryn Region -  Kyrgyzstan,Other Accident
10/29/11,Bishkek -  Kyrgyzstan,Veh. Accid-Auto
6/22/15,Bishkek,Veh. Accid-Motorcy.
3/17/06,Ban Naveng -  Savannakhet -  Laos,Drowning
9/22/06,Nam Leek River -  Laos,Other Accident - Rafting
10/25/06,Chanthabouly District -vientiane -  Laos,Other
2/20/08,Savannakhet -  Laos,Suicide
3/22/08,Vientiane -  Capital District -  Laos,Drug-Related
4/18/08,Vientiane -  Capital District -  Laos,Drug-Related
4/26/08,Vang Vieng -  Loas,Drug-Related
7/2/08,Luang Prabang District -  Luang Prabang Province -  Laos,Drowning
2/27/09,Laos,Drug-Related
3/1/09,Bokeo Province -  Laos,Veh. Accid-Motorcy.
3/18/09,Vientiane -  Laos,Drug-Related
7/19/09,Pakse - Champasak -  Laos,Disaster
11/22/09,Sekong Province -  Laos,Other Accident
2/20/10,Luang Namtha -  Laos,Suicide
12/27/10,Sam Neua Laos,Veh. Accid-Auto
1/10/12,Vientiane -  Laos,Vehicle Accident - Auto
9/29/12,Vientiane -  Laos,Drowning
1/17/13, Chanthabouly -  Vientiane -  Laos,Drug-Related
5/3/13,Savannakhet -  Laos,Other Accident
10/16/13,Phonthong -  Pakse -  Laos,Air Accident
8/12/14,Mixay - Vientiane Capital,Drug-Related
11/14/14,Vientiane - Vientiane Capital,Drug-Related
12/6/16,Nakham Village -  Mahaxay -  Khammouane,Veh. Accid-Motorcy.
12/6/16,Nakham Village -  Mahaxay -  Khammouane,Veh. Accid-Motorcy.
3/24/17,Bokeo,Other Accident
4/10/17,Luang Prabang,Drowning
5/24/17,Vientiane,Veh. Accid-Motorcy.
3/29/18,Luang Prabang -  Louangphabang,Veh. Accid-Auto
11/30/18,s,Drowning
7/19/03,Raiskums -  Cesis Region -  Latvia,Drowning
10/27/04,Riga -  Latvia,Homicide
5/14/05,Veremi County -  Rezekne Region -  Latvia,Veh. Accident-Auto
8/16/08,Aizkraukle -  Lativia,Drowning
10/15/09,Riga -  Lativia,Other Accident
8/20/12, Ventspils -  Latvia,Drowning
7/12/13,Bergi -  Matisu Pagasts -  Latvia,Suicide
8/4/13,Valmiera -  Latvia,Maritime Accident
6/1/14,Cibla,Suicide
10/13/18,Saulkrastu Novads,Veh. Accid-Other
11/21/02,Saida -  Lebanon,Homicide
1/29/03,Amyoun -  Al Koura -  Lebanon,Veh. Accident-Auto
9/14/03,District Of Zahle -  Beqaa Valley -  Lebanon,Veh. Accident-Auto
10/9/03,Nabatieh -  South Lebanon,Other Accident
3/10/04,Beirut -  Lebanon,Other Accident
3/31/04,Beirut -  Lebanon,Other Accident
6/26/04,Beirut -  Lebanon,Other Accident
11/28/04,Al Masnaa Rd -  The Lebanese-syrian Border,Veh. Accident-Auto
11/28/04,Al Masnaa Rd -  The Lebanese-syrian Border,Veh. Accident-Auto
11/28/04,Chtaura -  District Of Zahle -  Lebanon,Veh. Accident-Auto
4/24/09,Beirut -  Lebanon,Suicide
7/19/09,Beirut -  Lebanon,Veh. Accid-Auto
7/19/09,Beirut -  Lebanon,Veh. Accid-Auto
1/25/10,Beirut -  Lebanon,Air Accident
7/9/10,Safa District -  El koura - North Lebanon,Maritime Accident
9/7/10,Rabieh -  Metn -  Lebanon,Homicide
3/14/11,Beirut -  Lebanon,Suicide
12/18/11,Baskinta -  Metn -  Lebanon,Other Accident
7/8/12,Batroun -  Lebanon,Vehicle Accident - Auto
7/8/12,Batroun -  Lebanon,Vehicle Accident - Auto
7/14/12,Qalamoun -  Lebanon,Other Accident
3/9/13,Zalka -  Metn -  Lebanon,Homicide
8/26/13,Tripoli -  Lebanon,Terrorist Action
10/1/13,Antelias -  Metn -  Lebanon,Other Accident
11/1/13,Jbeil -  Lebanon,Homicide
1/1/15,Beirut,Suicide
7/31/15,Chouf,Veh. Accid-Auto
10/20/15,Kesserwan,Veh. Accid-Other
5/7/16,Chouf,Other Accident
8/8/17,Baabda,Homicide
6/29/18,Jbeil -  Jbeil,Veh. Accid-Auto
6/29/18,Jbeil -  Jbeil,Veh. Accid-Auto
9/30/18,Khalde -  Beirut,Veh. Accid-Auto
9/3/10,Maseru -  Lesotho,Homicide
5/24/04,Monrovia -  Liberia,Homicide
7/29/07,Monrvia -  Liberia,Drowning-Beach
8/24/09,Monrovia - Montserrado -  Liberia,Suicide
10/1/10,Monrovia -  Liberia,Other Accident
3/12/13,Coopers Beach -  Monrovia -  Liberia,Drowning
1/30/14,Paynesville,Veh. Accid-Auto
2/13/15,Monrovia,Drowning
7/22/17,Monrovia -  Montserrado,Veh. Accid-Auto
3/24/18,Monrovia -  Montserrado,Homicide
9/18/13,Alkareif -  Tripoli -  Libya,Veh. Accid-Auto
12/5/13,Benghazi -  Libya,Homicide
1/27/15,Tripoli,Terrorist Action
3/5/07,Vilnius -  Lithuania,Other Accident
7/10/09,Birzai Region -  Lithuania,Drowning
8/30/09,Bech-Kleinmacher -  Luxembourg,Veh. Accid-Motorcy.
5/23/15,Leudelange,Suicide
4/18/03,Mzuzu -  Malawi,Veh. Accident-Auto
8/26/05,Salima Boma -  Malawi,Veh. Accident-Bus
12/2/08,Ntcheu -  Malawi,Veh. Accid-Auto
9/7/11,Chikhwawa -  Malawi,Other Accident
3/20/17,Mzimba,Veh. Accid-Auto
7/20/18,Kang'Oma -  Nkhatabay District,Homicide
8/25/03,Penang -  Malaysia,Other Accident
10/6/03,Kuala Lumpur -  Malaysia,Drowning
1/26/04,Labuan -  Malaysia,Homicide
7/18/04,Kuching -  Sarawak -  Malaysia,Suicide
4/22/05,Km 20.2 Jalan Lahad Datu -  Sabah -  Malaysia,Veh. Accident-Auto
5/2/06,Km 8 Lebuhraya Pasir Gudang -  Johor -  Malaysia,Veh. Accident-Pedestrian
5/13/06,Kota Kinabalu -  Sabah -  Malaysia,Maritime Accident
7/19/06,Kuala Lumpur -  Malaysia,Other Accident - Fall
12/7/08,Kluang -  Johor -  Maylaysia,Veh. Accid-Motorcy.
12/21/08,Kuala Lumpur -  Malaysia,Other Accident
4/5/09,Kuala Lumpur -  Malaysia,Other Accident
7/8/09,Tanjong Bungah - Penang -  Malaysia,Homicide
10/18/09,Kota Bharu -  Kelantan -  Malaysia,Veh. Accid-Auto
3/28/10,Kuala Lumpur -  Malaysia,Other Accident
6/25/10,Sarawak -  Malaysia,Air Accident
5/4/13,Kuala Lumpur -  Malaysia,Homicide
8/25/13,Kuching Sarawak -  Malaysia,Veh. Accid-Other
2/27/14,Selangor,Other Accident
4/3/15,Penang,Maritime Accident
4/4/15,Kuala Lumpur,Air Accident
3/22/16,Kuala Lumpur,Suicide
11/26/16,Lingkaran Syed Putra -  Kuala Lumpur,Homicide
4/27/17,Selangor,Suicide
9/4/17,Penang,Other Accident
12/26/17,Kuala Lumpur,Maritime Accident
1/3/18,Pinang Kecil -  Perak,Veh. Accid-Motorcy.
2/19/18,Arah Utara -  Selangor,Veh. Accid-Auto
4/12/18,Tasik Dayang Bunting -  Kedah,Drowning
4/25/18,Kuala Lumpur -  Selangor,Undetermined/Unknown
1/9/19,Kuala Lumpur -  Malaysia,Unknown
2/10/03,Maldives,Drowning
10/31/18,Male -  North MalÌ© Atoll,Drowning
9/3/06,Niger River -  Mali,Drowning
9/3/06,Polyclinique Pasteur -  Mali,Drowning
12/21/07,Djema -  Mali,Veh. Accid-Auto
12/2/08,Bandiagara -  Mopti -  Mali,Other Accident
1/24/10,Bamako -  Mali,Other Accident
9/4/14,Bamako,Drowning
11/20/15,Hotel Radisson Blu - Bamako,Terrorist Action
1/5/16,Bamako,Drowning
8/17/17,Bamako,Veh. Accid-Auto
11/26/10,Majuro -  MH -  Marshal islands,Drowning
6/23/09,Ksar -  Nouakchott,Homicide
11/9/09,Coco Island -  Mauritius,Drowning
2/18/14,Victoria -  Mahe,Drug-Related
2/18/14,Victoria - Mahe,Drug-Related
12/15/17,Mahe,Drowning
10/2/02,Guadalajara -  Jalisco -  Mexico,Veh. Accident-Auto
10/2/02,Tijuana -  Baja California Norte -  Mexico,Homicide
10/3/02,Hermosillo -  Sonora -  Mexico,Veh. Accident-Auto
10/6/02,Veracruz -  Veracruz -  Mexico,Suicide
10/8/02,Puerto Vallarta -  Jalisco -  Mexico,Veh. Accident-Motorcycle
10/9/02,Cd. Obregon -  Sonora -  Mexico,Veh. Accident-Auto
10/9/02,Nuevo Laredo -  Tamaulipas -  Mexico,Drug-Related
10/10/02,Guadalajara -  Jalisco -  Mexico,Other Accident
10/12/02,Federal Beaches -  Playa Del Carmen -  Quintana Roo -  Mexico,Drowning
10/13/02,Ciudad Juarez -  Chihuahua -  Mexico,Drug-Related
10/14/02,Av. Internacional Al Soler -  Tijuana -  Baja California Norte -  Mexico,Veh. Accident-Motorcycle
10/15/02,Empalme -  Sonora -  Mexico,Veh. Accident-Auto
10/15/02,Km. 44.2 Transpeninsular Hwy -  La Paz And Cd. Constitucion -  Baja California Sur -  Mexico,Veh. Accident-Auto
10/16/02,Baja California Sur -  Mexico,Suicide
10/18/02,Chapala -  Jalisco -  Mexico,Suicide
10/18/02,Tijuana -  Baja California Norte -  Mexico,Drug-Related
10/20/02,La Paz -  Baja California Sur -  Mexico,Veh. Accident-Auto
10/22/02,Puerto Penasco -  Sonora -  Mexico,Homicide
10/24/02,Sanatorio Cemsi -  Culiacan -  Sinaloa -  Mexico,Veh. Accident-Auto
10/26/02,Paraiso Beach -  Cozumel -  Quintana Roo -  Mexico,Drowning
10/27/02,Zacapu -  Michoacan -  Mexico,Other Accident
10/30/02,Chapala -  Jalisco -  Mexico,Suicide
11/1/02,San Quintin -  Baja California Norte -  Mexico,Veh. Accident-Auto
