Date,City,Cause of Death
8/16/17,Hanna -  Alberta,Veh. Accid-Auto
8/16/17,Saskatoon -  Saskatchewan,Other Accident
1/13/18,Kelowna -  British Columbia,Undetermined/Unknown
1/21/18,Lethbridge -  Alberta,Suicide
1/31/18,Ponoka -  Alberta,Undetermined/Unknown
6/1/18,The Wolves -  New Brunswick,Drowning
6/9/18,Ville Marie - Quebec,Homicide
6/26/18,Montreal -  Quebec,Veh. Accid-Auto
7/11/18,Quebec - Quebec Province,Other Accident
8/6/18,Dogskin Lake -  Manitoba,Drowning
8/7/18,Jasper -  Alberta,Veh. Accid-Auto
8/7/18,Jasper -  Alberta,Veh. Accid-Auto
8/16/18,Cherhill -  Alberta,Air Accident
8/17/18,Lake of the Woods -  Ontario,Drowning
8/25/18,St. John's -  Newfoundland and Labrador,Other Accident
9/15/18,Barrio Lake -  Kemptville -  Nova Scotia,Drowning
2/23/03,Grand Cayman -  Cayman Islands,Drowning
2/23/03,Salt Creek Dyke Road -  West Bay Road -  Grand Cayman -  Cayman Islands,Drowning
11/11/03,Georgetown -  Grand Cayman -  Cayman Islands,Drowning
2/9/04,Cayman Islands,Drowning
3/3/04,West Bay -  Cayman Islands,Drowning
12/10/04,Grand Cayman -  Cayman Islands,Veh. Accident-Auto
3/6/05,Grand Cayman -  Cayman Islands,Veh. Accident-Auto
3/6/05,Grand Cayman -  Cayman Islands,Veh. Accident-Auto
2/15/06,George Town -  Grand Cayman -  Cayman Islands,Maritime Accident
2/15/06,George Town -  Grand Cayman -  Cayman Islands,Maritime Accident
6/20/06,George Town -  Grand Cayman -  Cayman Islands,Drowning
6/20/06,George Town -  Grand Cayman -  Cayman Islands,Drowning
7/13/06,Little Cayman -  Cayman Islands,Drowning
7/19/06,George Town -  Cayman Islands,Drowning
9/27/07,Grand Cayman -  Cayman Islands,Drowning
1/29/08,Grand Cayman -  Cayman Islands,Drowning
2/3/08,Negril -  Cayman Islands,Drug-Related
2/13/08,Little Cayman -  Cayman Islands,Drowning
11/4/08,Grand Cayman,Drowning
8/22/14,George Town - Grand Cayman,Suicide
10/27/14,Grand Cayman,Homicide
1/20/16,George Town,Drowning
1/26/16,George Town,Drowning
3/16/16,Cayman Brac,Drowning
3/24/16,George Town,Drowning
4/7/16,George Town,Drowning
5/27/16,Geroge Town,Drowning
6/1/16,George Town,Drowning
2/5/18,George Town -  Grand Cayman,Drowning
2/12/18,George Town -  Grand Cayman,Drowning
2/12/18,George Town -  Grand Cayman,Drowning
4/20/18,George Town -  Grand Cayman  ,Drowning
5/10/18,George Town -  Grand Cayman,Drowning
5/15/18,George Town -  Grand Cayman,Drowning
5/19/18,George Town -  Grand Cayman,Drowning
1/3/19,George Town -  Cayman Islands,Drowning
10/7/02,Gadjibian -  Chad,Veh. Accident-Auto
4/10/03,Santiago -  Chile,Homicide
5/11/03,San Pedro De Atacama -  Chile,Veh. Accident-Auto
8/20/03,San Felipe -  Chile,Other Accident
1/28/04,Manso River -  Llanada Grande -  Cochamo -  Chile,Drowning
9/28/04,Santiago -  Chile,Suicide
2/18/05,Torres Del Paine -  Chile,Other Accident
3/6/06,Santiago -  Chile,Suicide
3/22/06,Arica -  Chile,Veh-Accident-Bus
4/7/06,Quillota -  Chile,Drowning
4/16/06,Valdivia -  Chile,Suicide
1/13/07,El Canelo -  El Cajon Del Maipo -  Santiago -  Chile,Veh. Accident-Auto
7/27/07,Temuco -  Chile,Veh. Accid-Auto
8/3/07,Cerro La Campana Limache -  Chile,Other Accident
2/18/08,Santiago -  Chile,Veh. Accid-Pedestr.
8/29/08,Putre -  Chile,Veh. Accid-Bus
8/29/08,Putre -  Chile,Veh. Accid-Bus
11/4/08,Santiago -  Chile,Homicide
12/19/08,Santiago -  Chile,Other Accident
2/13/09,Caldera -  Chile,Other Accident
3/12/09,Sector Pajaritos -  Chile,Veh. Accid-Other
1/11/11,Calama -  Chile,Veh. Accid-Motorcy.
7/19/11,Santiago -  Chile,Other Accident
11/15/11,Puerto Varas -  Chile,Drowning
10/28/12,Santiago -  Chile,Other Accident
1/9/13,Coyhaique -  Chile,Drowning
9/5/14,Temuco,Homicide
9/20/14,Santiago,Veh. Accid-Other
12/9/14,San Fernando,Veh. Accid-Auto
12/23/14,Santiago -  Santiago,Veh. Accid-Motorcy.
6/16/15,Santa Cruz,Suicide
11/23/16,Los Andes -  Los Andes,Air Accident
1/15/17,Talcahuano,Veh. Accid-Auto
1/28/17,Pucon,Drowning
4/28/17,Province Of Llanquihue,Drowning
5/14/17,Iquique,Veh. Accid-Auto
10/23/17,San Jose De Maipo -  Cordillera,Other Accident
1/25/18,Puerto Natales -  Ultima Esperanza,Other Accident
10/13/18,Parque Nacional Laguna Del Laja -  Antuco,Drowning
10/13/18,Parque Nacional Laguna Del Laja -  Antuco,Drowning
11/24/02,Shanghai -  China,Other Accident
12/4/02,Chongqing -  China,Veh. Accident-Auto
12/31/02,Zhaoqing City -  Guangdong -  China,Other Accident
3/29/03,Cao Xi Bei Rd. Shanghai  - china,Other Accident
4/2/03,Donghai Road -  Qingdao City -  China,Veh. Accident-Auto
4/5/03,Beijing -  China,Drug-Related
7/4/03,Xicheng -  Beijing -  China,Suicide
9/6/03,Zigui County -  Hubei Province -  China,Natural Disaster
9/14/03,Chongqing -  China,Homicide
10/23/03,Dulan County -  Qinghai Province -  China,Veh. Accident-Auto
1/22/04,Nanning City -  Guangxi -  China,Other Accident
5/1/04,Dalian City -  China,Veh. Accident-Auto
6/9/04,Beijing -  China,Other Accident
6/13/04,Shanghai -  China,Suicide
6/14/04,Yang Jiang -  Guangdong -  China,Drowning
7/4/04,Guangxi -  China,Veh. AccidentåÂ‰ÛÊ
7/15/04,Sanmenxia City -  Henan Province -  China,Other Accident
7/21/04,Hefei -  Anhui Province -  China,Suicide
7/24/04,At 351 Km+700m Xi Cheng High Way To Wu Xi -  China,Veh. Accident - Auto
7/24/04,At 351 Km+700m Xi Cheng High Way To Wu Xi -  China,Veh. Accident - Auto
8/5/04,Huizhou -  Guangdong -  China,Other Accident
4/14/05,Guangzhou City -  Guangdong Province -  China,Veh. Accident-Pedestrian
5/5/05,Lanping Country -  Yunnan Province -  China,Veh. Accident-Motorcycle
5/9/05,Ningde -  Fujian Province -  China,Veh. Accident-Auto
9/23/05,No. 80 Zhongguancun Donglu -  Beijing -  China,Other Accident
10/21/05,Jiangsu -  China,Veh. Accident-Auto
10/26/05,Zhang Chang Highway -  Jiangxi -  Province -  China,Veh. Accident-Auto
11/2/05,Zhongshan City -  Guangdong Province -  China,Veh. Accident-Auto
11/2/05,Zhongshan City -  Guangdong Province -  China,Veh. Accident-Auto
11/14/05,Fenggang Town -  Guangdong Province -  China,Suicide
11/18/05,Yueyang -  Hunan Province -  China,Suicide
12/23/05,Beijing -  China,Drug-Related
1/14/06,Shenyang -  Liaoning Province -  China,Other Accident
1/24/06,Beijing -  China,Drug-Related
2/18/06,Na Zhu Di Village -  Shang Pa Town -  Fugong County -  Nujiang Prefecture -  Yunnan -  China,Drowning
2/22/06,Beijing -  China,Drug-Related
2/28/06,Beijing -  China,Homicide
3/1/06,Xi‰Û_ÌãÌ«an -  Shaanxi -  China,Suicide
3/18/06,Zhongshan -  Guangdong -  China,Other Accident
5/3/06,Sanya -  Hainan -  China,Other Accident
5/23/06,Beijing -  China,Suicide
6/27/06,Beijing -  China,Veh. Accident-Auto
7/25/06,Shenzhen - guangdong -  China,Other Accident
10/3/06,Harbin -  Heilonjiang -  China,Other Accident
10/7/06,Shanghai -  China,Other Accident
10/7/06,Shanghai -  China,Other Accident
10/30/06,Shanghai -  China,Suicide
11/7/06,Guangzhou City -  Guangdong Province -  China,Suicide
11/21/06,Shanghai -  China,Other Accident
11/29/06,Qingdao -  Shandong -  China,Other Accident
12/19/06,Beijing -  China,Veh. Accident-Auto
1/14/07,Yuzhong District -  Chongqing -  China,Other Accident
1/25/07,Guangzhou City -  Guangdong Province -  China,Homicide
3/3/07,Hohhot -  Inner Mongolia,Veh. Accident-Auto
3/12/07,Binhai Xincun -  Tanggu -  Tianjin -  China,Drug-Related
3/27/07,Longsheng -  Guangxi -  China,Drowning - PoolåÂ‰ÛÊ
5/10/07,Fang Zheng County -  Heilongjiang Province -  Harbin -  Heilongjiang,Veh. Accident-Auto
5/12/07,Jiangmen Section Of Fo-kai Express Way -  Jiangmen -  Guangdong,Veh. Accident-Auto
5/30/07,Jiaohe City -  Jiaohe -  Jilin -  China,Veh. Accident-Auto
6/20/07,Beijing -  China,Other Accident
7/9/07,Changle -  Fujian -  China,Drowning-Ocean
8/26/07,Xier Town - mile County -  Yunnan -  China,Drowning-River
9/14/07,Nie La -  Tibet -  Autonomous Region -  China,Other Accident
10/5/07,Shenzhen -  Guangdong -  China,Suicide
10/29/07,Qingnian Road -  Kunming -  Yunnan -  China,Veh. Accid-Auto
11/9/07,Beijing -  China,Drug-Related
11/30/07,Jing-zhu Expressway -  Baoding City -  Baoding -  Hebei -  China,Veh. Accid-Auto
12/24/07,Beijing -  China,Suicide
12/27/07,Sun Bay -  Sanya -  Hainan -  China,Drowning
1/25/08,Harbin -  Heilonjiang - china,Maritime Accident
3/21/08,Shenyang -  Liaoning -  China,Suicide
3/28/08,Beijing -  China,Disaster
3/29/08,Sanya -  Hainan -  China,Other Accident
5/3/08,Mawei District -  Fuzhou -  Fujian -  China,Veh. Accid-Motorcy.
5/28/08,Lianjiang -  Fujian -  China,Veh. Accid-Other
5/29/08,Beijing -  China,Homicide
7/29/08,Chongqing -  Chongqing Municipality -  China,Veh. Accid-Auto
8/5/08,Beijing -  China,Other Accident
8/9/08,Beijing -  China,Homicide
11/1/08,Wuhan -  Hubei -  China,Other Accident
1/14/09,Haikou -  Hainan -  China,Veh. Accid-Motorcy.
4/7/09,Beijing -  China,Drug-Related
4/25/09,Beijing -  China,Other Accident
5/1/09,Pudong -  Shanghai,Suicide
5/6/09,Yuhua District -  Shijiazhuang -  Hebei -  China,Suicide
5/20/09,Gong Ga Mountain -  Mo Xi Town -  Sichuan,Disaster
5/20/09,Gong Ga Mountain -  Mo Xi Town -  Sichuan,Other Accident
5/20/09,Gong Ga Mountain -  Mo Xi Town -  Sichuan,Other Accident
6/8/09,Xinjiang -  China,Veh. Accid-Auto
6/21/09,Xinhui -  Guangdong -  China,Other Accident
7/11/09,Wen Zhou City - Zhejiang -  China,Other Accident
7/17/09,ChangXing  - Shanghai -  China,Veh. Accid-Motorcy.
8/6/09,Shenzhen - Guangdong -  China,Other Accident
9/4/09,Jiuzhaigou County - Sichuan -  China,Other Accident
10/14/09,Guangzhou - Guangdong -  China,Suicide
10/14/09,WenZhou - Wenzhou -  China,Veh. Accid-Auto
10/23/09,Jiaxing - Zhejiang -  China,Veh. Accid-Bus
10/31/09,Beijing -  China,Other Accident
11/13/09,Huijing Xin Cheng - Guangzhou - Guangdong -  China,Drowning
11/28/09,Shanghai -  China,Air Accident
11/28/09,Shanghai -  China,Air Accident
11/28/09,Shanghai -  China,Air Accident
12/2/09,Dongguan - Guangdong -  China,Suicide
12/7/09,Xiaogan  - Hubei -  China,Veh. Accid-Auto
12/16/09,Beijing -  China,Drug-Related
2/5/10,Guangzhou - Guangdong -  China,Disaster
2/22/10,Yixing - Jiangsu -  China,Veh. Accid-Motorcy.
4/17/10,Fuzhou -  Fujian -  China,Veh. Accid-Auto
8/8/10,Siming District -  Xiamen -  Fujian -  China,Other Accident
8/17/10,Wulanchabu City -  Inner Mongolia -  China,Veh. Accid-Auto
10/27/10,Tibet Autonomous Region -  China,Other Accident
11/12/10,Changle -  Fujian -  China,Veh. Accid-Auto
12/6/10,Taishan -  Guangdong -  China,Suicide
12/16/10,Luojiang -  Sichuan -  China,Veh. Accid-Other
1/5/11,Changzhou -  China,Veh. Accid-Auto
1/18/11,Haikou -  Hainan -  China,Veh. Accid-Auto
2/4/11,Sifang District -  Qingdao -  Shandong -  China,Other Accident
3/19/11,Shanghai -  China,Veh. Accid-Motorcy.
4/21/11,Changle -  Fujian -  China,Veh. Accid-Pedestr.
7/8/11,Beijing -  China,Veh. Accid-Auto
7/23/11,Wenzhou -  Zhejiang -  China,Veh. Accid-Train
7/23/11,Wenzhou - Zheijiang -  China,Veh. Accid-Train
8/19/11,Sanya -  Hainan -  China,Other Accident
10/20/11,Shanghai -  China,Other Accident
11/18/11,Baise -  Guangxi -  China,Veh. Accid-Auto
2/5/12,Nanjing -  China,Suicide
2/26/12,Changchun -  Jilin -  China,Suicide
3/2/12,Hangzhou -  Zhejiang -  China,Suicide
3/24/12,Fuzhou -  Fujian -  China,Homicide
5/3/12,Qingdao -  Shandong -  China,Homicide
5/13/12,Guangzhou -  China,Vehicle Accident - Auto
5/15/12,Shanghai -  China,Suicide
5/18/12,Tianjin -  China,Other Accident
5/30/12,Fuzhou -  Fujian -  China,Suicide
6/6/12,Shanghai -  China,Vehicle Accident - Auto
6/25/12,Dalian -  Liaoning -  China,Other Accident
7/11/12,Beijing -  China,Homicide
8/10/12,Lianjiang -  Fujian -  China,Other Accident
9/1/12,Pingyao -  Shanxi -  China,Other Accident
9/29/12,Jiangmen -  Guangdong -  China,Other Accident
10/28/12,Guangzhou -  China,Drowning
11/21/12,Benxi -  Liaoning -  China,Vehicle Accident - Auto
1/7/13,Fuzhou -  Fujian -  China,Drowning
1/17/13,Jinghong - Yunnan -  China,Other Accident
2/7/13,Shenzhen -  Guangdong -  China,Veh. Accid-Motorcy.
2/8/13,Shenzhen -  Guangdong -  China,Veh. Accid-Motorcy.
2/25/13,Shanghai -  China,Suicide
3/27/13,Lian Yun Gang -  Jiangsu -  China,Air Accident
4/11/13,Qingdao -  Shandong -  China,Suicide
4/29/13,Hanshou County -  Hanan -  China,Veh. Accid-Bus
6/24/13,Zhuhai -  Guangdong -  China,Homicide
7/3/13,Wuzhou -  Guangxi -  China,Veh. Accid-Auto
7/17/13,Chaoyang Joy City -  Beijing -  China,Homicide
7/22/13,Daoli District -  Harbin -  Heilongjiang -  China,Suicide
7/23/13,Shanghai -  China,Suicide
7/27/13,Shanghai -  China,Veh. Accid-Auto
8/16/13,Baiyun District -  Guangzhou -  Guangdong -  China,Other Accident
8/29/13,Nanshan District -  Guangzhou -  Guangdong -  China,Veh. Accid-Auto
9/8/13,Dali -  Yunnan -  China,Veh. Accid-Bus
9/17/13,Shenyang -  Liaoning -  China,Drowning
9/18/13,Donghu District -  Nanchang -  Jiangxi -  China,Suicide
9/28/13,Bao An District -  Shenzhen -  Guangdong -  China,Other Accident
10/25/13,Mawei District -  Fuzhou -  Fujian -  China,Other Accident
10/28/13,Bailang Xian -  Shigatse -  Tibet -  China,Veh. Accid-Bus
10/28/13,Bailang Xian -  Shigatse -  Tibet -  China,Veh. Accid-Bus
10/28/13,Bailang Xian -  Shigatse -  Tibet -  China,Veh. Accid-Bus
1/23/14,BangBu -  Anhui,Suicide
2/4/14,High Way -  Ningbo,Veh. Accid-Auto
3/24/14,Shanghai,Suicide
4/29/14,Shenyang -  Liaoning,Veh. Accid-Auto
5/21/14,Deqin -  Yunnan,Veh. Accid-Auto
5/26/14,Dalian -  Liaoning,Suicide
8/18/14,Dali -  Yunnan,Other Accident
9/8/14,Zhuxi Da Dao - Nanning - Guangxi,Veh. Accid-Motorcy.
9/29/14,Guangzhou - Guangdong,Veh. Accid-Motorcy.
1/8/15, Gaoxin District -  Zhuhai - Guangdong,Veh. Accid-Motorcy.
2/10/15,Shanghai,Suicide
4/1/15,Guangzhou - Guangdong,Drowning
4/5/15,Xiadong Village -  Tantou Town -  Changle,Other Accident
5/3/15,SuiXi -  HuaiBei  - Anhui,Air Accident
5/6/15,Beijing,Veh. Accid-Motorcy.
5/27/15,Zhaoqing -  Guangdong,Other Accident
6/24/15,Zaozhuang -  Shandong,Veh. Accid-Auto
6/27/15,Suzhou -  Suzhou -  Jiangsu,Veh. Accid-Motorcy.
7/16/15,Qingdao -  Shandong,Suicide
7/20/15,Wuzhishan - Hainan,Other Accident
8/10/15,Fuzhou - Fujian,Suicide
10/2/15,Shanghai,Suicide
10/20/15,Ningbo - Zhejiang,Veh. Accid-Auto
11/10/15,Beijing,Veh. Accid-Auto
12/30/15,Kaiping - Guangdong,Drowning
2/26/16,Guangzhou,Suicide
2/28/16,Shenzhen,Suicide
3/20/16,Shanghai,Suicide
4/21/16,Yueyang City,Suicide
4/24/16,Tibet,Other Accident
4/26/16,Xinghe County - Inner Mongolia,Veh. Accid-Auto
5/6/16,Qingdao - Shandong,Suicide
8/2/16,Hefei,Drowning
8/20/16,Beijing,Veh. Accid-Motorcy.
8/25/16,Dongguan -  Guangdong,Veh. Accid-Pedestr.
8/29/16,Mudanjiang -  Heilongjiang,Veh. Accid-Auto
9/2/16,Shanghai,Other Accident
9/20/16,Enshi -  Hubei,Suicide
10/14/16,Chaoyang -  Beijing,Other Accident
11/6/16,Tongxiang,Veh. Accid-Auto
12/1/16,Weihai -  Shandong,Drowning
12/14/16,Haizhu District -  Guangzhou -  Guangdong,Suicide
12/29/16,Meihua Town -  Changle -  Fujian,Veh. Accid-Bus
3/7/17,Liaoning,Suicide
3/18/17,Sichuan,Veh. Accid-Auto
3/21/17,Beijing,Unknown/Undetermined
4/6/17,Liaoning,Homicide
4/14/17,Guangdong,Other Accident
4/15/17,Guangdong,Veh. Accid-Pedestr.
5/4/17,Fujian,Other Accident
8/29/17,Guangzhou -  Guangdong,Suicide
1/9/18,Huinan Town Pudong -  Shanghai,Suicide
1/15/18,Zhongshan -  Guangdong,Suicide
1/20/18,Shanghai -  Shanghai,Undetermined/Unknown
3/9/18,Fuzhou -  Fujian,Veh. Accid-Auto
4/14/18,Kaiping -  Guangdong,Drowning
4/19/18,Guangzhou -  Guangdong,Veh. Accid-Auto
4/25/18,Zhengzhou -  Henan,Air Accident
5/12/18,Nanning -  Guangxi,Veh. Accid-Auto
5/29/18,Dali -  Yunnan,Veh. Accid-Motorcy.
8/18/18,Langfang -  Hebei,Suicide
9/2/18,Shenzhen -  Guangdong,Suicide
10/8/18,Beijing,Drowning
10/14/18,Beijing,Other Accident
1/4/19,Shanghai -  China,Other Accident
1/13/19,Zhangjiakou -  China,Veh. Accid-Auto
1/18/19,Shenzhen -  China,Veh. Accid-Auto
11/17/02,Firavitoba -  Vereda Alcaparral -  Colombia,Homicide
12/13/02,Finca La Pondorosa -  Vereda Montelargo -  Colombia,Homicide
12/22/02,Red Zone -  Totoro Cauca -  Colombia,Homicide
1/9/03,Cartago -  Valle -  Colombia,Homicide
1/27/03,Medellin -  Colombia,Homicide
2/13/03,Florencia -  Caqueta -  Colombia,Terrorist Action
2/14/03,Cali -  Colombia,Homicide
3/25/03,Cerro Del Sol -  Municipio De Paujil -  Caqueta -  Colombia,Air Accident
3/25/03,Cerro Del Sol -  Municipio De Paujil -  Caqueta -  Colombia,Air Accident
3/25/03,Cerro Del Sol -  Municipio De Paujil -  Caqueta -  Colombia,Air Accident
4/7/03,Tablon De Gomez Vereda Las Mesas -  Narino -  Colombia,Air Accident
7/27/03,Mirador De Antioquia -  San Jeronimo -  Colombia,Veh. Accident-Auto
7/29/03,Alcala -  Colombia,Homicide
8/5/03,Bogota -  Colombia,Homicide
8/17/03,Sasaima -  Colombia,Homicide
8/19/03,Bogota -  Colombia,Homicide
9/7/03,Medellin -  Colombia,Veh. Accident-Auto
9/12/03,Kilometro 84 Via Tulua -  Buga -  Colombia,Veh. Accident-Bus
9/22/03,Soledad -  Colombia,Homicide
10/8/03,Risaralda Clinic -  Bogota -  Columbia,Unknown
10/15/03,Envigado -  Colombia,Homicide
12/12/03,Parque Principal De Usaquen -  Bogota -  Colombia,Veh. Accident-Auto
12/27/03,Cali -  Colombia,Homicide
1/6/04,Clinica Rey David -  Cali -  Colombia,Homicide
2/14/04,Armenia -  Colombia,Homicide
3/17/04,Bogota -  Colombia,Veh. Accident-Auto
5/1/04,Bogota -  Colombia,Homicide
5/28/04,Cali -  Colombia,Homicide
5/28/04,Cali -  Colombia,Homicide
7/9/04,Alvarado -  Tolima -  Colombia,Veh. Accident-Auto
7/9/04,Alvarado -  Tolima -  Colombia,Veh. Accident-Auto
2/24/05,Cali -  Colombia,Homicide
3/26/05,Bogota -  Colombia,Homicide
4/12/05,Clinica Bucaramanga -  Bucaramanga -  Colombia,Drug-Related
5/15/05,Club Mesa De Yeguas -  La Mesa -  Cundinamarca -  Colombia,Drowning
6/4/05,Cali -  Colombia,Homicide
6/6/05,Medellin -  Colombia,Homicide
7/17/05,Clinica Nicolas De Federman -  Bogota -  Colombia,Veh. Accident-Auto
8/19/05,Barranquilla -  Colombia,Homicide
9/19/05,Bogota -  Colombia,Homicide
10/1/05,Bucaramanga -  Colombia,Suicide
10/23/05,Sector Aeropuerto Las Torres -  Rionegro -  Colombia,Veh. Accident-Auto
12/24/05,Cali -  Colombia,Air Accident
12/24/05,Zipaquira -  Colombia,Homicide
2/4/06,Armenia -  Quindio -  Colombia,Homicide
3/3/06,Santa Rosa De Cabal -  Colombia,Homicide
7/2/06,Medellin -  Colombia,Homicide
7/15/06,Medellin -  Colombia,Homicide
7/20/06,Bogota -  Colombia,Homicide
9/5/06,Barranquilla -  Colombia,Homicide
2/17/07,San Luis Antioquia -  Colombia,Veh. Accident-Auto
2/17/07,San Luis Antioquia -  Colombia,Veh. Accident-Auto
3/6/07,Parque Tairona -  Santa Marta -  Colombia,Drowning
3/20/07,Calle 63 Carrera 13 -  Bogota -  Colombia,Veh. Accident-Auto
3/29/07,Cali -  Colombia,Homicide
4/10/07,Barranquilla -  Colombia,Homicide
7/4/07,San Jorge Pereira -  Colombia,Suicide
9/1/07,San Jeronimo -  Colombia,Drowning
9/22/07,Cali -  Colombia,Homicide
12/17/07,Floridablanca -  Colombia,Homicide
2/12/08,Tulua -  Columbia,Suicide
4/12/08,Bogota -  Colombia,Homicide
7/11/08,Bogota -  Columbia,Veh. Accid-Pedestr.
8/26/08,Cartago -  Columbia,Homicide
10/18/08,Tulua -  Columbia,Homicide
12/19/08,San Bernardo Del Viento -  Columbia,Other Accident
1/16/09,Tulua -  Columbia,Homicide
1/22/09,Barranquilla -  Columbia,Homicide
1/22/09,Cali -  Columbia,Homicide
1/22/09,La Reforma -  Cali -  Columbia,Homicide
4/8/09,Cali -  Columbia,Homicide
5/11/09,Cali -  Columbia,Suicide
7/22/09,Santa Marta -  Columbia,Drowning
8/12/09,Mamonal - Cartagena -  Columbia,Maritime Accident
9/10/09,Clinica Vargas - Cartagena -  Columbia,Homicide
12/25/09,Cali -  Columbia,Drowning
2/13/10,Cali -  Columbia,Homicide
5/24/10,La Mesa -  Columbia,Homicide
5/27/10,Medellin -  Columbia,Homicide
6/4/10,Armenia -  Columbia,Homicide
7/2/10,Envigado -  Colombia,Homicide
7/5/10,Cali -  Colombia,Drug-Related
7/12/10,Medellin -  Colombia,Homicide
7/29/10,Tulua -  Colombia,Veh. Accid-Auto
8/4/10,Bogota -  Colombia,Drug-Related
2/20/11,Bogota -  Columbia,Homicide
2/28/11,Medellin -  Columbia,Homicide
3/2/11,Cocora -  Salento -  Columbia,Other Accident
7/12/11,Flandes -  Colombia,Other Accident
11/1/11,Cartagena -  Colombia,Suicide
12/7/11,Bogota -  Colombia,Suicide
12/9/11,Bogota -  Colombia,Drug-Related
12/13/11,Gaira -  Santa Marta -  Colombia,Homicide
12/27/11,Santa Marta -  Colombia,Drowning
1/14/12,Medellin -  Colombia,Homicide
1/21/12,Barranquilla -  Colombia,Homicide
1/23/12,Bello -  Colombia,Homicide
2/4/12,Bogota -  Colombia,Vehicle Accident - Auto
2/29/12,Cartagena -  Colombia,Suicide
3/8/12,San Francisco -  Colombia,Drowning
4/15/12,Cali -  Colombia,Homicide
4/25/12,Medellin -  Colombia,Homicide
5/30/12,Medellin -  Colombia,Homicide
6/28/12,Cartagena -  Colombia,Homicide
7/5/12,Santa Marta -  Colombia,Drowning
7/30/12,Bogota -  Colombia,Homicide
8/6/12,Cartagema -  Colombia,Homicide
10/31/12,Bogota -  Colombia,Vehicle Accident - Bus
11/20/12,Bogota -  Colombia,Homicide
1/20/13,Guatape -  Antiquia -  Colombia,Other Accident
1/24/13,Cali -  Colombia,Suicide
5/23/13,Cartagena-Barranquilla -  Piojo -  Colombia,Veh. Accid-Auto
5/23/13,Piojo -  Colombia,Veh. Accid-Auto
5/23/13,Santa Marta -  Colombia,Veh. Accid-Auto
6/21/13,Bogota -  Colombia,Homicide
7/13/13,Medellin -  Colombia,Suicide
8/10/13,Sopetran -  Antioquia -  Colombia,Homicide
9/27/13,Caqueta -  Caqueta -  Colombia,Air Accident
10/5/13,Acandi -  Choco -  Colombia,Air Accident
10/5/13,Acandi -  Choco -  Colombia,Air Accident
10/5/13,Acandi -  Choco -  Colombia,Air Accident
10/8/13,Santa Rosa De Cabal -  Colombia,Veh. Accid-Motorcy.
11/13/13,Bogota -  Cundinamarca -  Colombia,Suicide
11/20/13,Buenaventura -  Colombia,Homicide
12/12/13,Medellin -  Colombia,Drug-Related
3/3/14,Cartagena,Drug-Related
5/14/14,Pereira,Veh. Accid-Bus
6/19/14,Cali,Air Accident
9/8/14,Cartagena,Other Accident
5/12/15,Parque Tayrona -  Magdalena,Other Accident
8/3/15,Bogota,Homicide
9/11/15,Antioquia,Air Accident
9/11/15,Antioquia,Air Accident
9/25/15,Medellin,Homicide
1/24/16,Cartagena,Homicide
5/30/16,Barranquilla,Suicide
6/14/16,Cartagena,Suicide
12/6/16,Medellin -  Antioquia,Homicide
1/6/17,Antioquia,Suicide
1/20/17,Medellin,Homicide
2/23/17,Antioquia,Suicide
7/21/17,Medellin -  Antioquia,Homicide
7/25/17,Santa Marta -  Magdalena,Homicide
11/28/17,San Pedro -  Antioquia,Homicide
12/1/17,Medellin -  Antioquia,Homicide
12/31/17,Cartagena -  Bolivar,Other Accident
2/1/18,Medellin -  Antioquia,Homicide
7/2/18,Medellin -  Antioquia,Undetermined/Unknown
7/7/18,Bogota,Homicide
7/19/18,Cali -  Valle del Cauca,Drug-Related
7/20/18,Armenia -  Andes Region,Veh. Accid-Auto
8/6/18,Santuario -  Antioquia,Suicide
8/9/18,Cartagena -  Bolivar,Undetermined/Unknown
8/27/18,Medellin -  Antioquia,Homicide
9/15/18,Cocorna -  Antioquia,Drowning
9/27/18,Villamaria -  Caldas,Other Accident
10/25/18,Valledupar -  Cesar,Veh. Accid-Auto
10/26/18,Fusagasuga -  Cundinamarca,Suicide
11/13/18,Medellin -  Antioquia,Undetermined/Unknown
11/11/15,Bogota,Veh. Accid-Motorcy.
5/9/08,Muanda -  Bas-congo,Air Accident
2/12/12,Kinshasa -  Congo-Kinshasa,Air Accident
2/12/12,Kinshasa -  Congo-Kinshasa,Air Accident
9/23/13,Congo-Kinshasa,Homicide
2/24/15,Kinshasa,Drowning
3/14/18,Kinshasa -  Kinshasa,Veh. Accid-Auto
3/14/18,Kinshasa -  Kinshasa,Veh. Accid-Auto
6/19/10,Avima Ridge (Yangadou) - Souanke  - Sangha,Air Accident
6/19/10,Avima Ridge (Yangadou) - Souanke - Sangha,Air Accident
3/27/17,DRC,Homicide
10/7/02,San Jose -  Costa Rica,Suicide
11/16/02,San Jose -  Costa Rica,Suicide
12/7/02,Alajuela -  Costa Rica,Suicide
12/27/02,San Jose -  Costa Rica,Veh. Accident-Auto
1/4/03,San Pedro -  San Jose -  Costa Rica,Homicide
1/15/03,Atenas -  Alajuela -  Costa Rica,Veh. Accident-Motorcycle
1/19/03,Puntarenas -  Costa Rica,Drug-Related
1/23/03,San Jose -  Costa Rica,Homicide
2/10/03,San Jose -  Costa Rica,Veh. Accident-Pedestrian
2/16/03,Escazu -  San Jose -  Costa Rica,Natural Disaster
2/28/03,Piedra La Chancha -  Puntarenas -  Costa Rica,Drowning
